,temp,atemp,hum,windspeed,season_spring,season_summer,season_winter,yr_2019,mnth_Dec,mnth_July,mnth_Mar,mnth_May,mnth_Nov,mnth_Oct,mnth_Sept,holiday_Yes,weekday_Tue,weekday_Wed,weathersit_Light Precipitation,weathersit_Misty Skies,cnt
310,-0.5856458140417443,-0.4935694103991701,0.8717654777574937,-1.72596415558616,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4035
46,-1.0067804594934515,-1.0170807862835196,-1.4862554164584914,0.8747143613644965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2115
261,0.2604046281760763,0.3028113960092551,0.3882358764864392,-0.4625968078140662,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4539
195,0.8869342667254397,0.8883062319122723,-0.3062884598847117,-0.04701702629770258,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5538
729,-1.5688933286255415,-1.5903149537359615,-0.4029943801389226,-0.42110699912901944,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2729
610,1.129317590532963,1.1186683020744181,1.097410280631373,-0.470897442863491,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,6034
107,0.059180426078345526,0.1387855395668377,-0.6491549044223685,-0.30453721126101213,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3429
59,-1.2899222895594595,-1.3405757101375555,-0.7019035881973926,0.40199252697165827,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1851
545,1.444870856974709,1.2786752808098898,-0.2359568815180129,-0.33790015020362724,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5687
473,-0.018566410890005897,0.07633836288967645,-0.1568338558554767,-1.609618925961036,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6565
100,0.5155088645333729,0.522563629025064,0.5778216791317125,1.8462361927611661,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3348
395,-0.6130852285149396,-0.6144696176016664,-1.53415825448405,1.0087275127421638,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4509
652,0.3290031643590645,0.3613942671989682,0.5113161386281622,1.4661312669954842,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,5875
529,0.8046160233058535,0.8883804265776312,-0.45867589073183795,0.9006722249168034,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7363
377,-1.2487631678496662,-1.43033270655561,-0.8953154287058144,2.5631383831650987,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3214
179,1.2436466548769787,1.075752871053015,-0.962714180254622,1.0087809789904698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5225
304,-0.5536349931173149,-0.5169592786535963,0.34427864000725245,-0.6787474831510166,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4068
357,-1.0932749817958578,-1.1219302142133516,-0.6491549044223685,0.0528445589748444,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1011
394,-1.2762025823228618,-1.3483290526675713,-1.6455212756698807,0.3935314931773173,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3624
701,-0.2700925475999984,-0.15397424416223068,0.9333056088283551,-1.3851729621994915,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,6234
149,1.2710860693501738,1.177176978598773,0.3530700873030898,-0.7368385619349127,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4098
124,-0.23350483234143962,-0.2397865575386984,-1.3407464139756282,1.4575098344562267,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4433
576,1.1613284114573925,1.126502022158573,0.48787462355854183,-0.2797021389231202,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7216
633,0.731446080671631,0.7166816051593369,-0.027894973235807648,0.7759221010580589,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,7733
185,1.3442614998672915,1.3332701887365563,-0.3121470803626578,-0.8032302757682336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4665
477,-0.9880887303543109,-1.1102878346407679,0.9274469883504095,1.5658324535231143,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3214
559,1.106449582511002,1.1459533902601926,0.45270883437519244,-0.5703713978358231,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,6969
713,-0.9743690231177133,-0.8799257644786218,0.10984238983753566,-1.0693317935845719,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5047
719,-0.9606493158811155,-1.1063184200440612,-0.5495161573502664,2.513347939430627,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3623
388,-0.8737596660102952,-0.813614282314012,1.4139023832815178,-0.8365263819004669,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4339
321,-1.2487631678496662,-1.2859066075455297,-1.5810483177811279,-0.2381588639897679,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3392
353,-0.6359532365369007,-0.5208792301400632,-0.2769812911793084,-1.6678757501146788,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3750
672,-0.9652262102152447,-0.9346134157369871,-0.716553655971176,-0.09680747003217417,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,5107
142,0.7131549669837991,0.6776242967366016,1.2322148168868252,0.6347979386557635,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4274
141,0.5622381873812247,0.5799593855690333,0.8072925198687404,-0.5125075506072251,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4660
439,-0.3615590918049474,-0.27495482891886586,1.4578596197607046,-0.9778777758580607,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4378
320,-0.8783310724615295,-0.9736707241597228,-0.4147186542526512,1.5907744583576178,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3053
19,-1.3173617040326548,-1.3951644351754424,-0.6784620731277718,0.12769730660250625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1927
172,1.2710860693501738,1.3177573207877453,0.5113161386281622,-0.18831495400699083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4507
630,0.150646970283295,0.23639480473538718,-1.179574568990501,0.49332624563948213,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,7907
312,-0.5582063995685492,-0.44282025929361174,0.8688326509396019,-1.6595216488169489,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4109
678,-0.617656634966174,-0.5364415611991142,0.07467660065418624,-1.7176661938491504,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,6536
12,-1.847858879808729,-2.0392174107130527,-1.1561260207630437,1.5324695145804996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1406
305,-0.6816837646979281,-0.5599612701179184,0.5904391642906983,-1.3935818664017348,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4186
354,-0.4027182135147405,-0.3257287115795443,1.5721484346065902,0.4684911733015902,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2660
25,-1.559745027840178,-1.7132740629021703,1.601455603311994,1.4368985957344669,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,506
543,1.357981207103889,1.2045053470060054,-1.4931338448227545,-0.196495289997728,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6879
169,1.0835870623719357,1.0210837684609888,0.22413120468342126,-1.1274763386167737,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4744
38,-1.5414539141523462,-1.7463772494298457,-0.6813878667878267,2.3471614731351416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530
451,-0.09630775997546275,-0.06027874759136898,-1.0799358219183988,1.4077728569700603,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5698
245,0.9189505755327637,0.9429753345042982,0.5757890965169153,-0.013707553603392993,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4484
298,-0.09630775997546275,-0.048555990464646495,0.6021634384044274,-0.5040331502508079,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3894
597,0.8091929176399824,0.7439605104563306,0.2739470616405536,-1.5181702548593552,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7006
272,0.34272287159566206,0.3965068925801168,0.0893266684279692,0.2689952343117945,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5202
154,0.731446080671631,0.7048290073682362,-1.2557647678351458,-0.8448804831981969,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5342
126,0.10033954778813864,0.19736841075655084,-0.6579463517182058,-0.3462007852530521,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4714
518,0.5530898865958614,0.5838731541667206,-0.9949541757779166,-0.03025535745393678,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7641
341,-1.2944991838935884,-1.383491141158959,-0.3854114855472479,0.717884488522468,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3322
287,0.027169605153916112,0.11145098827082502,-1.0652857541446155,0.9588167699490053,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,5217
113,0.4387608222518458,0.4393790433800609,1.2380734373647708,0.07785339661972916,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4191
412,-0.8691882595590609,-0.7980272196998414,-0.0015206313482955878,0.260587666765759,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4154
173,1.2436466548769787,1.317782052342865,0.4820089699227584,0.7011228196787023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4790
359,-0.9876936027858968,-1.0211924073221645,-0.899134433411126,0.7099581172111817,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1317
670,-0.805161129827307,-0.7707421315140679,-0.7927508879736574,1.0669789902709768,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5847
57,-0.8683925165393381,-0.8012423218653982,0.3179042981197404,-0.8167305034653654,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2402
494,0.022592710819787216,0.06852937436064128,-0.5817561528735609,1.7070769149840974,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6572
222,1.1841964194793537,1.056171662287018,-1.484342397526917,-0.2881097064691557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4792
280,0.10948784857350187,0.20120798468887935,0.4673589021489754,-1.8839676125784932,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,5409
17,-1.5643164342914124,-1.535621119588816,1.5955969828340484,-0.5289885216473871,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,683
453,-0.722842886407721,-0.6496873520920735,-0.3795528650693018,-0.6453845442084015,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,5459
322,-0.9469296086445179,-0.9658679185194673,-0.933414044707055,0.5098740494900262,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3663
255,0.818335730542451,0.7595970361807409,0.5464819278115116,-0.5954337017290134,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4763
465,-0.8397567435951117,-0.8867825881355493,-1.1621182712398865,1.4559325801312148,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4862
699,-1.1161429898178188,-1.0127280325824581,1.2087733018172049,-1.6928257748864282,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5191
190,1.3488329063185258,1.2942376118689407,-0.3971357596609765,-0.038489159692979454,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4881
490,0.33357457081029884,0.40830384437219813,0.7398937683199334,-0.4874987129623403,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,6359
644,-0.4713167496977287,-0.3764531311299831,0.5171747591061078,-0.6040150345820421,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,3510
416,-1.1738041753917916,-1.1474593619856288,-0.2844997369067082,0.25886338025790767,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3777
94,-0.48045956260019734,-0.5091564730133408,0.05122805242672803,2.69625597488365,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1795
180,1.0698673551353381,0.966439397424083,-1.411077992342327,-0.013881318910385791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5515
301,-1.3585208257424477,-1.562949487996049,1.7421187600453916,2.205756612929242,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,627
658,-0.20606541786824406,-0.15006047556454336,-0.8777325341141397,-0.2712945713770847,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,6824
536,1.6689575792115061,1.6807732697230098,-0.47039313168773017,-0.9030918610407805,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5905
506,0.6216884227788496,0.6190661571020082,0.921581334714626,-0.9113791295281289,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6073
687,-0.663392651010096,-0.6496873520920735,-0.08064365701083177,0.6511719771993145,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,5499
643,0.2878440426492714,0.3575052301564005,0.20654831009174654,1.0917071301122574,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,7965
478,-0.48503645693432623,-0.46629050510217634,-1.2704148356089293,0.8425276798846015,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5633
5,-1.6319216636704712,-1.5302049090176086,-0.81963161722541,-1.293686864723997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606
715,-0.5947941148271075,-0.4896803733566024,1.915014879144247,-1.1774900039379206,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,4585
45,-1.2931052616383503,-1.3999623568686579,-2.253783931174276,1.403802988033379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1815
445,0.2878440426492714,0.314509421580858,1.3816694209160603,-0.9194658995843316,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6871
550,1.787863537889651,1.7353372632057775,-1.2440404937214173,0.10263500270931598,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6241
171,0.982972217381623,0.97038408046567,0.9538213302379216,-0.20484939129545832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4835
16,-1.788408644411104,-1.8791547859785627,-0.6843206936057179,0.10247460396439947,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1000
48,0.10948784857350187,0.19342372771496424,-0.8308424708170616,1.0502707876755162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2927
705,-0.9926656246884398,-0.9814797126887579,0.9098640937587348,-0.745192663232643,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5008
667,-1.0072140022421279,-1.0559773395979775,1.3409122712525585,0.3563323509187847,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1096
3,-1.655782978496362,-1.6605834847197178,-0.31202048352159756,-0.34825923581281276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1562
500,0.7405943814569942,0.7127369221177497,0.4439173870793551,-0.8533014173063089,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7424
602,0.8320554377790491,0.7128667627821285,1.4842339616482167,0.5681789932671444,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5255
316,-0.3341196773317523,-0.3100674543000144,-1.2411147000613625,1.2747755643101966,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3717
671,-0.8691882595590609,-0.9698064186722747,-1.0096042435517,1.125177001551484,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,5138
283,0.3564425788322596,0.40434061266427157,1.2234233695909877,-0.5788858978784697,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4563
96,-0.35241079101958417,-0.29061608619839574,-0.22423260740428427,-0.32131224666685426,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3141
285,0.47991994396163895,0.4396325418200375,1.8417575071174943,-0.5956609332843118,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2913
611,1.2299269476403811,1.2748418897663414,0.8453911358699816,0.6679336460430804,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6864
225,0.9601096972425568,0.8884113410215309,1.2849635006618492,0.4849721443417522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3820
26,-1.6832223929695571,-1.6137295535455072,0.37065298189476453,-0.9692563433188032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431
572,1.5363374011796584,1.5674718328310315,-0.2828469448150909,-0.44588860521860624,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6904
263,0.5119307648860684,0.4317740901807632,1.8651990221871146,-1.202272946683715,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4352
437,0.38845339975668947,0.41992767527844216,-0.8982482555237057,-0.9528823047752522,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6312
50,-1.1881220618639048,-1.2574096731588922,-1.596338402918048,0.49301881471172576,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1812
364,-0.5033275706221586,-0.4116461340652701,-0.13339234078585588,0.45183643695443537,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2485
229,1.1521855985549239,1.1225573391169867,0.13914252538510158,0.626323538299346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3805
37,-1.2624828750862642,-1.0946265773612383,0.7281694942062042,-1.8839128096739803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712
157,1.129317590532963,1.0835556766932701,-0.2593983965876337,0.019481620032229304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4833
237,1.08815846882317,1.1069455449476957,0.8893483723491684,-1.368575702069265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4661
724,-1.4179765490229672,-1.6098157849478196,1.3259879103231442,1.7402660886197194,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,441
374,-1.0592720593806744,-1.0008445203474576,0.08244824006370559,0.016059780140679165,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3598
370,-0.9194901941713226,-0.8682772020172581,-0.6520877312402598,-0.2465129652874979,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4098
442,0.23753662015411506,0.3222627641108738,0.6607707426573972,-0.32124541385647243,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,6153
175,1.060719054349975,1.0054225111814594,-1.0652857541446155,0.3103781105002306,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5202
619,0.5347987729080296,0.5526001027179005,-0.40592720695681384,-0.7285379268854882,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7870
127,0.14607007594916607,0.23639480473538718,-0.022029319600025143,-1.4932188934313988,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4333
538,1.261943256447705,1.0640301139262927,-0.7048364150152838,-0.08861376747936035,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7458
194,0.982972217381623,0.9546671771871209,-1.1151016111017482,0.7260247248269763,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5084
621,0.7222977798862678,0.7010388965461469,0.2651556143447163,-1.1025744334684995,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8009
629,0.8137643240912167,0.8024691869806849,0.08346804795002359,1.299664102896394,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8395
697,-1.2119778888069008,-1.1270001830128837,-0.5566548125544863,-0.9467336862201227,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5323
698,-1.1161429898178188,-0.9696765780078964,0.10397673620175216,-1.7093120925514205,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5668
499,0.6033973090910177,0.591731605805995,1.1237846225188852,-0.5207413528462681,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5115
704,-1.349378012839979,-1.3756636039635841,-0.886523981409977,-0.15500548131268124,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5375
607,1.4402994505234747,1.2903733063814926,-0.3326628017722238,-0.2381588639897679,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7350
627,0.24668492093947875,0.3183737270683061,-0.11580944619418118,-0.9113791295281289,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7720
67,-1.1298626970544163,-1.2000448310588228,0.988987119421271,0.4517829707061299,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1891
642,0.6216884227788496,0.6151214740604211,-0.05133648830542845,-1.0693317935845719,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,8156
168,1.0698673551353381,1.009385742889386,0.2505055465709333,-0.8947912259913557,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5119
444,0.16436667751989253,0.20130691090935823,1.3113378425493614,-1.293779094002324,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,6230
631,0.06832872686370875,0.13487177096915037,-0.9978799694379714,-0.5874137644831928,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,7436
162,1.046999347113377,1.0054967058468183,0.7955752789128492,-0.30453721126101213,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4460
309,-0.8417488450858656,-0.7316910059801125,0.7017951523186922,-1.2604174917159165,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3649
193,1.3442614998672915,1.2903980379366122,-0.022029319600025143,-0.5375698545004157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4342
637,0.13692726304669742,0.22854253598489246,-0.3619699704776271,-0.6869411857038304,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,6889
365,-0.722842886407721,-0.6496873520920735,0.4058187710781139,0.07774646412311852,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2294
383,-1.7106618074427526,-1.7971264005354044,-0.9656470070725132,0.45188990320274086,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3292
657,-0.09630775997546275,-0.048580722019766105,-0.4352273425043808,-0.9198000636362409,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,8090
527,0.8320554377790491,0.7244844107995924,1.3963194886898431,0.3768767568301625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4972
152,1.1704767122427562,1.0093115482240271,-2.3195298906314656,1.416006659209103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4968
501,0.5027824641007052,0.5682922744413297,-0.8074009557474409,0.5764261620682632,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7384
519,0.5256504721226659,0.6033492538234589,-1.0389114122571033,1.3163723054918546,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6998
111,-0.9057704869347248,-0.9815044442438775,0.6666293631353428,0.4433754031600944,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1683
226,0.9006539739620373,0.8375818123618335,0.5435491009936199,0.3021309416991113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4338
557,1.1750481186939905,1.0757219566091154,-0.7400022041986333,-0.5289885216473871,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7446
582,1.376272320791721,1.4192618058876423,0.13621673172504772,-0.7618473995797979,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,7013
103,-0.1877743041804122,-0.11102789869692736,-0.663804972196152,-1.0111872485523703,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3267
421,-1.221323753376471,-1.3131916957313032,-1.5810483177811279,0.25234049796464003,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3389
419,-0.5170472778587561,-0.43112223372200886,0.7223108737282586,0.6845883823902348,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3487
569,1.3671240200063577,1.395791560079077,0.14207535220299333,0.3355473468900319,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7592
552,1.9753680327507839,2.004577338016041,-1.0037456230737538,-0.30471097656800494,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4840
74,-0.7490914302927798,-0.7034228384783321,0.9967587588307903,0.22411031885935018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2192
115,0.7131549669837991,0.7010388965461469,0.663703569475289,1.8733168475278883,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4400
407,-2.053654488357694,-2.3435701109044658,-1.1971574635821756,2.978891929988456,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1529
703,-0.34783938456834984,-0.3257596260234436,-1.0535614800308868,1.8401811401405714,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5729
119,-0.1603348897072171,-0.10311998394741376,-0.9246225974112177,0.6512789096959255,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5312
53,-1.5364818922498034,-1.4528693361584073,-1.4893148401174428,-1.2328984137130898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1917
151,1.4402994505234747,1.4855485564971316,0.29738857671017394,0.2772424031129138,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3974
403,-1.3448011185058502,-1.3248588068590066,0.6197463329961022,-0.7034756229922976,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2802
691,-0.7319911871930842,-0.6301617893250959,-0.46453451120978406,-0.5123337853002323,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3910
207,1.4997496859210997,1.2982070264656473,-1.6308641747382608,-0.03859609218959047,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4656
591,1.1247461840817288,1.071727810457289,-0.10701799889834383,-0.22161106013922413,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7347
523,0.8091929176399824,0.7244040332454533,-1.1737089153547184,-0.14659791376664574,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7736
722,-1.4839902923625807,-1.3713603133727619,1.1007228979724446,-1.4585607346235836,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,920
690,-0.887479373246893,-0.8058052937849769,-0.38247865872935666,-1.7841648401790824,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,2425
8,-1.9942042529600692,-2.253813114486411,-1.411077992342327,2.3471614731351416,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,822
608,1.3808437272429552,1.3723213142705122,0.02485371053921647,-0.9779446086684425,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,6140
590,1.23450384197451,1.2123390670901604,0.3647943614168189,-0.2298047626920376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6784
36,-1.184741526000807,-1.1687408651661029,-0.4674673380276753,-0.5954871679773189,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1623
452,-0.041428931029072566,0.009921771615808529,-1.3759122031589777,1.7817558973047665,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6133
139,0.1918060919930881,0.2988976274115678,0.5962977847686439,-0.819871645553312,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4917
253,0.8320554377790491,0.7946849300067694,0.555273375107349,-0.952989237271863,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5046
303,-0.887479373246893,-0.7706122908496897,0.4820089699227584,-1.0693317935845719,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3669
548,1.5317605068455296,1.3722965827153926,-1.0037456230737538,-0.8035109735718374,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6660
551,1.792434944340885,1.6807176237239905,-1.2938633838363864,-0.5374495554417285,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6207
525,1.23450384197451,1.1303415960909016,-0.6784620731277718,-0.7034756229922976,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6598
533,0.3655853917347287,0.39658727013425576,1.0065700140129457,-0.15511241380929225,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,5099
262,0.3290031643590645,0.31852829928780385,1.7333273127495543,-0.6869946519521356,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3641
